SampleID,DIL1,DIL2,DIL3,DIL4,DIL5,OA1,OA2,OA3,OA4,OA5
Gm2005,0,0,0,0,0,0,0,0,0,0
Gm20056,0,0.988468359,0,0,0,20.63861564,0,7.605507447,0,0
Gm20058,0,2.957832303,0,0,0,0,4.146727248,0,0,0
Gm20070,0,0.481260991,0,2.943131651,8.465684703,0,0.812368024,0,0,15.51607562
Gm20072,0,0,0,0,3.108711018,0,4.817238668,6.508523275,0,0
Gm20074,0,0,0,0,0,0,0,0,0,0
Gm20075,0,22.16280393,11.1278079,55.49608405,38.99050472,39.29371622,0,21.27420906,0,9.824440674
Gm20082,0,0.498708297,0,0,4.306037039,0,0,6.787280432,0,0
Gm20091,0,0,37.89814931,0,0,0,0,0,0,0
Gm20102,0,1.502601648,0,1.024484995,0,0,0,0,0,0
Gm20108,0,0,0,0,0,0,0,8.48012022,0,0
Gm2011,1014.452643,505.8097879,1632.998421,645.6642484,1040.74734,685.4735496,614.1888734,546.0529523,578.2372658,1224.518616
Gm20111,0,0,0,0,0,0,0,0,0,0
Gm20118,0,0,0,0,0,0,0,0,0,0
Gm2012,0,0,11.09674784,35.07803334,0,0,10.31984465,0,0,2.458399419
Gm20121,0,3.952173699,42.87830858,18.86517647,4.209024235,0,9.522486917,9.581456258,0,1.228457757
Gm20127,0,0,0,0,0,0,0,0,0,0
Gm20128,0,0.959035268,0,1.914920676,0,7.362251706,7.875978459,0,0,0
Gm20136,0,9.00673331,0,1.911836146,8.39463772,9.354557489,15.92385441,4.283551573,8.874329777,0
Gm20144,0,0,0,0,0,0,0,0,0,0
Gm20147,0,2.504281934,0,0,12.7263818,0,0,0,11.37691668,5.085576526
Gm20150,18.71309901,0,0,12.74307403,1.046345789,0,0,0,0,0
Gm20156,0,5.465716133,0,0,6.319789127,0,2.38714821,1.068250589,15.53514762,0
Gm20162,0,1.00254752,0,6.707159031,2.10157149,0,14.35645152,0,0,0
Gm20164,0,0.485165569,0,0.9867497,4.203395567,0,0,9.924943736,0,0
Gm20167,0,0,0,0,0,0,0,0,0,0
Gm20177,0,0,0,0,5.212648613,0,0,0,0,15.26279468
Gm2020,0,0,0,0,0,18.63721766,0,0,33.30787006,0
Gm20203,0,0,0,0,0,0,0,4.461986509,0,0
Gm2021,0,0,0,0.985115581,4.206500534,22.72356302,0,0,4.521619662,0
Gm20223,0,1.994962954,25.21030149,1.911689412,1.044505991,0,0,3.206181093,0,0
Gm20239,0,1.997554755,0,11.43479016,1.050054143,1.870764906,2.386837143,10.69395082,24.39301341,0
Gm20241,40.19552589,1.984062841,0,0.97682696,2.092576363,3.756915844,0,0,0,0
Gm20257,32.57380908,5.999424839,0,9.543636446,18.8952524,7.483590948,16.71424297,12.8417174,4.436071465,17.25831777
Gm2026,0,19.26586602,0,46.21813517,14.73529034,0,29.36513799,34.07073621,28.78820473,2.457240311
Gm2027,0,1.480099741,0,8.478261972,0,0,1.585368254,0,0,0
Gm20281,0,0,0,0,0,0,0,0,0,0
Gm20287,0,4.428645434,0,0,0,0,18.24371497,3.189940299,19.92771342,8.594189885
Gm20288,0,0,0,0,0,0,0,0,0,0
Gm20294,0,1.930779746,0,11.51071345,10.23690426,0,0,0,0,0
Gm2030,5.438099296,22.39178223,31.75625166,28.48893298,12.61456062,18.71137117,0.795129011,3.203938924,8.868192617,25.85533752
Gm20302,0,1.943568117,0,0,8.45747931,1.928998584,0,0,0,2.624329213
Gm20304,0,0,0,0,0,0,0,7.667879228,0,0
Gm20305,0,0,0,0,0,0,0,0,0,0
Gm2033,111.7982753,52.66673083,50.86981493,35.72323614,54.80094023,95.42139538,65.83906667,52.10757672,99.64007646,36.8343509
Gm20336,2.721102231,19.35037662,65.12083978,9.470938811,65.21887193,9.355556273,45.2940779,35.20359577,55.4077744,35.67907891
Gm20348,0,3.517064204,0,0,0,0,6.404844237,10.78610507,0,0
Gm20368,0,0.973277096,0,0,0,0,1.637136904,3.320135582,0,0
Gm20369,0,0.493669297,0,0,0,1.9473624,0,0,0,0
Gm20379,0,4.967786763,1.58752076,15.17059265,16.81903787,37.41025228,11.91963701,30.94534388,2.215986116,3.69118797
Gm20386,0,0,0,0,0,0,0,0,0,0
Gm20390,0,0,0,0,0,0,0,0,0,0
Gm20391,0,0,0,0,0,0,0,0,0,0
Gm20392,0,2.977887156,0,0.95830701,4.159883959,0,0,0,0,0
Gm20396,0,2.001055669,0,2.88683181,2.095149576,0,7.97313167,18.26214868,0,0
Gm20397,0,0,0,2.913767841,1.037108261,18.7507135,0,0,0,5.014441595
Gm20399,0,0,0,0,0,0,0,0,0,0
Gm2040,0,0,0,0,0,0,0,0,0,2.59213544
Gm20401,0,0,0,0,0,0,0,0,0,0
Gm20403,0,0,0,1.86613255,0,0,0,0,0,0
Gm20409,0,0,0,0,0,0,0,0,0,0
Gm20414,37.87287334,0.501942725,0,0,1.053813109,11.31409377,6.435302064,0,0,4.992258492
Gm20415,0,0,0,0.93853158,0,0,0,0,0,0
Gm2042,93.84590198,20.45073242,0,14.27824129,23.17359343,4.585838639,13.49006514,38.57679963,0,58.68063431
Gm20422,0,0,0,0,0,0,0,11.35419371,0,0
Gm20426,0,0,0,5.540678866,0,10.71803961,0,0,17.07511533,0
Gm20428,0,0.49653009,0,0,0,0,0,0,0,0
Gm20430,0,0,0,0,0,0,0,0,0,0
Gm20431,0,0,0,0,0,0,0,0,0,0
Gm20432,0,3.298279354,0,5.749433221,0,24.54059046,0,0,0,0
Gm20438,2.686470543,2.937088984,10.85661671,0.991269016,6.342673555,0,3.277114589,19.98910323,13.78449961,0
Gm20441,0,0,0,0,0,0,0,0,0,0
Gm20445,16.10110952,1.490647676,1.563030331,1.951393718,4.187061799,13.14671961,0,4.345253898,0,3.74502587
Gm20447,0,4.967987831,0,2.9133874,3.135999733,0,0.799389621,4.324636353,4.458988447,0
Gm20449,466.7072283,180.0079486,351.450524,297.9716118,490.4435929,316.1900953,290.8926851,279.2895258,376.2587331,851.3307516
Gm20450,0,0.488261063,0,0,0,0,0,0,0,0
Gm20451,0,0,0,0,0,0,0,0,0,0
Gm20452,0,0,0,0,0,0,0,0,0,18.85093685
Gm20453,0,0.496400033,0,0,0,0,0.83828928,0,4.827173358,0
Gm20454,0,2.839817709,0,1.935635041,0,0,0,0,0,0
Gm20458,0,0,0,0,0,0,0,0,0,0
Gm20462,0,4.864702835,0,0,3.115251269,0,13.60380237,0,0,20.05723347
Gm20472,2.720622221,12.41305145,3.17641138,18.00687224,39.96664873,0,17.48480409,28.8112753,75.3615507,9.844373609
Gm20473,0,0,0,0,0,6.280111357,0,0,0,0
Gm20474,0,9.559309629,5.335376134,2.593390811,28.02445328,0,26.69737506,15.0191715,0,0
Gm20477,0,0,0,0,0,0,0,0,0,0
Gm20479,0,0,0,0,0,0,0,0,0,0
Gm2048,0,2.493952325,0,0.96413477,4.181798744,0,3.188028342,3.225201143,0,0
Gm20480,0,0,0,3.814309007,0,0,0,0,0,3.805750245
Gm20481,0,0,3.182060493,0,0,0,0,0,0,0
Gm20482,57.7583205,13.33268682,76.43440473,0.909197574,21.31049191,0,20.65847044,39.00352872,0,0
Gm20486,0,0,0,0,0,0,0,0,0,0
Gm20489,0,0,0,0,0,0,0,0,0,0
Gm20491,8.162064442,3.972186089,0,18.0069381,14.72490407,0,0.794776505,4.268392291,0,1.230565586
Gm20493,0,1.453243292,0,0.97085105,8.286876087,0,0.799769225,0,0,16.2849601
Gm20495,29.94891534,1.467036861,0,0,1.071303777,15.83014913,0,0,0,0
Gm20498,3.046737376,7.31960581,0,3.151217881,15.75451189,3.619684166,7.226250427,12.58396048,0,0
Gm20503,0,0,0,0,0,0,31.672693,0,0,0
Gm20509,0,0,0,1.86613255,0,0,0,0,0,0
Gm20517,0,7.002846925,6.955140495,13.37438261,32.82859096,0,12.14902017,12.79804189,0,1.685737747
Gm20518,5.458962564,1.962196947,4.771203925,5.622825379,5.273979318,5.613321636,11.89047989,6.372282894,17.7078977,0
Gm20519,0,0,18.55175271,1.981422693,1.057657115,0,0,2.221222399,25.17378304,0
Gm20521,0,0,0,0,0,0,0,0,0,0
Gm20523,10.87654328,0.49768064,0,0,2.102500291,1.871251732,0,13.88518148,4.434422319,0
Gm20525,0,0,0,0,0,0,0,0,0,0
Gm20526,0,0,0,0,0,0,0,0,0,0
Gm2053,0,0.501455813,18.93762097,6.830969964,1.053469671,0,0,0,0,0
Gm20530,0,0,0,0,0,0,0,0,0,0
Gm20532,0,0,0,0,0,0,0,0,0,0
Gm20534,13.70677921,3.401661373,0,0,3.159182213,0,3.180345908,0,0,0
Gm20537,0,0,0,0.976287992,0,3.754842951,0,0,0,0
Gm20538,0,0,0,0,0,0,0,0,0,0
Gm20541,0,37.63286666,34.94019872,16.07032583,27.35360505,29.92951807,43.67663991,23.44680039,31.01381471,15.98277651
Gm20542,0,5.442433664,0,0,10.60671816,0,8.200940239,0,0,0
Gm20543,0,0.504562325,0,0,0,0,0,0,0,0
Gm20545,0,0,0,4.96024935,0,0,0.814965028,3.342732207,0,0
Gm20547,0,19.92524643,0,0,0,0,15.65879963,4.767970626,0,0
Gm20549,0,0,9.397069172,1.987234807,0,0,0,0,0,0
Gm20553,0,0.500719399,7.919031257,1.915691028,6.293911016,16.84269966,3.982923319,3.216022024,0,14.81131419
Gm20561,0,0.973191814,0,0,0,0,2.45481435,0,0,3.945795629
Gm20564,0,3.934802041,0,2.933020123,6.260486144,0,0,0,0,0
Gm20568,0,0,0,0,0,0,0,4.24006011,0,0
Gm20570,0,0,0,0,0,0,0,0,0,0
Gm20574,2.733622654,0,7.986834298,1.924026518,0,0,0.801883492,0,0,0
Gm2058,0,0,0,0,0,0,0,0,0,15.92834074
Gm20586,0,0,0,2.962187855,9.51847851,0,6.491188475,0,0,0
Gm20587,0,2.486637282,0,0,6.313057752,0,12.72698044,5.340859848,0,13.54794065
Gm20589,193.6455898,122.9464747,273.4504644,131.505914,128.5971233,194.5833449,249.8232284,181.7823632,214.7574107,250.4178547
Gm2059,0,0.951922982,0,0,0,3.770831436,4.003431313,0,0,3.85942374
Gm20593,0,0,0,0,0,21.37209763,0,0,0,0
Gm20594,10.70702675,727.8139476,43.50924557,1909.499394,610.1488183,230.605897,440.7097937,433.6055141,417.7302218,220.4572437
Gm20596,0,0,0,2.767309885,3.200389391,11.23239161,0,0,0,0
Gm20604,8.183432772,22.11262445,0,16.895248,4.21683494,0,5.550438261,26.5671677,24.35058298,2.454485543
Gm20605,0,96.03402211,0,9.360770404,2.108951727,11.22131397,11.0908252,0,53.09424927,0
Gm20612,0,2.904671173,0,0,2.121131637,0,0,0,0,0
Gm20613,0,0,0,0,0,0,0,0,0,5.144517243
Gm20614,0,2.002876109,0,0.974327148,0,0,0,0,0,0
Gm20615,0,0,0,0,2.113668141,0,13.69091709,0,0,4.994458327
Gm20620,0,3.94864858,0,1.88967985,0,13.19040864,0,0,0,0
Gm20630,0,5.40074527,0,2.898696372,0,0,0,0,0,0
Gm20637,0,7.388100535,0,0,15.69542802,1.884404803,2.416949683,12.00836202,6.75118491,7.537491867
Gm20648,0,0,0,3.969229928,1.058245416,0,0,0,0,0
Gm20651,0,0,0,13.06339873,0,0,0,0,0,0
Gm20656,0,0.993970304,42.2626842,12.76728978,6.300797899,0,0,0,0,0
Gm20657,0,0,0,0,1.060298343,0,2.443575319,0,0,0
Gm2066,0,0,0,0,0,0,0,0,0,0
Gm20660,42.15227428,1.973640037,0,0,3.214706224,0,0,0,0,0
Gm20661,0,11.2025242,61.31565625,1.583636173,14.37120657,22.02730455,13.85026442,6.058623036,0,11.34257738
Gm20662,0,0,0,0,0,0,0,0,0,0
Gm20671,0,0,0,0,0,0,0,0,0,0
Gm20672,0,0.970173872,0,6.896650612,2.116937933,0,0,0,0,0
Gm20673,0,3.489374417,0,0,3.185686888,15.32047684,0,0,0,3.835404049
Gm20674,0,3.90081951,0,12.73734984,2.091200924,0,6.468110621,1.097139749,0,0
Gm20679,0,6.447313745,0,0,5.268244126,3.746878643,1.59067362,0,59.90364408,11.08196347
Gm20683,0,10.32870032,0,0,7.386121192,0,0,0,8.862788664,11.0552222
Gm20689,0,0,0,0,0,0,0,0,0,0
Gm20690,0,0.495424771,0,0,2.146732953,0,9.976637107,0,0,0
Gm20690,0,0,0,0,0,0,0,0,0,3.67577094
Gm20691,0,0,0,0,0,0,0,0,0,0
Gm20693,0,1.917017547,0,0,0,0,4.072055006,0,19.23017492,12.85917617
Gm20694,0,0,0,0,0,1.867886618,16.79511977,1.084925369,4.46551125,0
Gm20695,0,1.011126516,0,0,0,0,0,0,0,0
Gm20696,0,6.626070956,21.70676777,69.67764658,43.00764192,1.064126841,12.17303839,74.85990056,36.90476325,2.093315535
Gm20701,0,1.458937402,0,1.963622777,0,0,0.811298363,0,2.270237623,0
Gm20702,16.21757322,1.992275787,0,0,0,28.5984142,0,0,0,2.541845102
Gm20706,27.27084403,3.451141404,0,5.649282843,3.162051981,11.23093487,11.90688039,0,28.80133098,0
Gm20708,5.450693932,5.429980282,17.48453864,3.770483237,6.320356314,14.9710395,7.938561309,0,0,1.228880425
Gm20715,35.48679532,9.803176757,27.03654799,14.98301636,18.98781374,13.09654391,19.81264123,11.67822156,4.426216136,18.39736015
Gm20716,0,109.2440467,0,75.81233595,75.96838745,24.32390345,0,42.45877342,0,0
Gm20718,0,2.428807305,0,0,2.12250037,0,0,0,0,0
Gm20721,0,0,0,1.86613255,0,0,0,0,0,0
Gm20730,0,0,6.185545942,0.990972224,6.347613727,0,2.456198278,0,0,0
Gm20734,0,0,0,0.933066275,0,0,0,0,0,0
Gm20736,0,0,0,6.661090259,0,0,0,0,17.63395803,0
Gm20737,0,2.187514436,23.05495354,2.505509284,3.713987421,28.49032058,3.505693142,4.705627699,0,19.53946903
Gm20738,0,0,0,0,20.04258328,0,0,3.211274032,0,0
Gm20741,0,4.515635875,0,11.55288902,4.2023321,0,5.591771707,0,0,0
Gm20747,27.20409278,13.41011115,36.52754033,20.85586197,31.55042734,0,42.92003754,6.403257289,15.51615238,91.06734221
Gm20749,0,2.45111923,0,0,0,0,0,0,0,0
Gm2076,0,0,41.22294472,15.24177315,19.93688551,1.869530149,7.156456915,2.137738662,0,18.47222954
Gm20760,0,2.001200717,17.32263812,13.60304834,0,26.3104314,0,0,0,2.487720422
Gm20762,0,0,0,0,3.240157695,0,0,0,0,0
Gm20763,62.67567533,8.878461299,0,1.883835285,9.479280125,37.4179238,10.31630253,11.70679747,70.86808759,11.05561522
Gm20767,0,10.35121911,83.91520931,6.822093784,20.25270031,7.501590697,0,0,1.776717002,0
Gm20768,59.99230567,26.08227076,71.53713352,32.89713295,32.67123136,28.06507051,50.76532645,86.13049148,50.92598473,88.39810558
Gm2077,0,0,0,17.42740533,0,0,0.799937774,8.663190129,0,0
Gm20770,0,0,15.83483777,4.856736693,11.58967925,0,13.65332316,0,0,0
Gm20772,21.7075977,1.976830491,55.42701389,21.69867982,0,0,0,13.82095846,0,0
Gm20773,110.9717968,2.829722418,1.295317264,0,5.147773124,0,20.11482186,0,37.36439643,14.04258329
Gm20775,0,0,0,0,0,0,1.593130283,0,0,0
Gm20776,0,0,0,6.726743294,0,0,2.384325052,6.430191243,0,0
Gm20777,0,3.792673813,0,0,3.959406185,0,10.56232287,0.815874558,11.86816003,0
Gm20778,0,0,0,2.880311807,0,1.85521586,0,4.278136112,17.6523857,1.228338061
Gm20784,0,0,0,0.950222631,0,13.13365752,14.34442581,21.39899863,11.11265987,0
Gm20786,34.79106298,5.431118144,9.332410548,0.985167158,10.51515476,3.792229966,0,3.296353346,0,2.529734688
Gm20788,0,0,22.37203448,0,2.126293221,0,0,0,0,0
Gm20789,259.3089378,105.9020478,214.6960821,138.6266625,183.5378217,127.223906,115.7125842,140.1532665,119.5116379,114.071355
Gm20793,2.712134138,1.006364319,0,0,3.163445359,0,0,0,0,2.492751248
Gm20794,0,0,0,0,0,0,0,0,0,0
Gm20795,0,0,62.98395273,0,7.416545252,12.25933676,18.90089035,0,0,30.34670758
Gm20796,40.95561947,26.44259898,0,25.26072621,16.88141026,44.90101302,29.31578481,35.02051027,55.32003133,26.97550553
Gm20797,0,0,0,0,1.076501459,0,0.831597158,0,0,0
Gm20798,0,0,0,0,0,0,0,0,0,0
Gm20799,0,0,0,0,0,0,0,0,0,0
Gm2080,0,7.907502383,0,27.36503952,16.83870976,26.185789,26.19323934,20.23316347,4.429213881,23.3465657
Gm20800,0,0,0,0,0,16.83769972,0,0,0,0
Gm20802,0,0,0,0,0,0,0,0,0,0
Gm20803,51.65324966,66.49897535,0,62.51652137,211.2458807,0,38.12338712,0,0,248.4072729
Gm20804,0,0,0,0,1.055817224,0,0,0,0,0
Gm20805,0,0,0,0,0,0,0,0,0,0
Gm20806,24.48384697,27.81374956,0,37.92000221,67.3080277,101.0422339,18.28087878,43.75588361,0,56.60980689
Gm20807,0,2.480430719,0,3.788000621,10.52788939,0,0,0,0,2.461711453
Gm20808,0,0,0,14.52728257,0,0,0,0,0,0
Gm20809,0,35.74671409,0,6.63344413,42.05218654,9.352313133,19.06859447,55.47442295,0,183.2981338
Gm20810,24.29223163,0,0,0,0,0,0,0,0,3.72120795
Gm20811,0,0,0,0,0,0,0,0,0,0
Gm20812,72.1791217,0,0,0,0,0,0,0,2.209088713,1.22968477
Gm20813,0,9.606301966,0,0,0,0,0,39.18452067,0,0
Gm20814,0,0,0,0,0,0,0,0,0,0
Gm20815,0,2.973149957,0,11.34969564,29.37978112,0,11.10190254,1.064759156,0,19.645075
Gm20816,0,0,0,0,0,0,0,0,0,0
Gm20817,0,0,0,0,0,0,0,0,0,0
Gm20818,0,3.527999421,0,0,0,0,0,0,0,0
Gm20819,0,0,0,0,0,0,0,0,0,0
Gm20820,0,0,0,0,0,0,0,0,0,0
Gm20821,32.63300183,21.38557091,109.565264,39.86543262,25.23214411,1.871132934,25.44129642,19.219762,31.03683683,64.01444876
Gm20823,0,0,0,64.53745081,16.84895986,0,22.28259429,26.71285442,0,3.696505877
Gm20824,0,0,0,0,0,0,0,0,0,0
Gm20825,8.145244751,3.965316528,0,4.730383927,11.54581579,46.68622018,6.345908617,24.49689044,13.27324454,0
Gm20826,1252.999078,456.768754,2388.791128,438.2003479,1396.700817,664.1809923,604.6643035,1006.398386,555.4813634,2400.161726
Gm20827,0,0,0,0,0,0,0,0,0,0
Gm20828,80.98548608,0,0,0.835750015,10.20003088,0,8.409139287,0.940904511,7.817261694,1.085008817
Gm20830,0,0.8400153,2.68592492,2.40499507,18.6755176,3.16453088,18.14706792,2.068885221,9.371967823,8.325260818
Gm20831,5.468338592,0,0,0,0,22.55625838,0,0,35.62031694,0
Gm20832,0,0,0,0,0,0,0,0,0,0
Gm20833,0,0,18.84371306,0,0,0,0,3.222006976,0,0
Gm20834,67.07259623,3.896091643,0,1.487285472,3.727234954,16.65653299,16.20995773,3.348543863,0,7.722607435
Gm20835,0,0.488261063,0,0,0,0,0,0,0,0
Gm20836,0,0,0,0,3.1538072,16.9105455,0,0,0,0
Gm20837,0,0,0,0,0,0,6.3345386,0,0,0
Gm20838,0,0,0,0,0,0,0,0,0,0
Gm20842,0,0,0,0,0,0,0,0,0,0
Gm20843,0,1.464783189,0,0,0,0,0,0,0,0
Gm20844,0,0,38.18472592,0,0,0,0,0,0,0
Gm20846,0,0,0,0,0,0,0,0,0,0
Gm20847,32.4657191,2.510233827,0,5.82922713,5.263048469,0,17.66002181,0,0,12.45056154
Gm20849,0,0.496583046,0,0.959271398,22.8943552,0,3.172776364,0,0,0
Gm20850,0,0,0,7.464530199,0,0,0,0,0,0
Gm20852,7.652650293,7.451353182,86.3725548,41.77826779,50.29331969,36.84511069,34.28284131,43.02981125,14.25731866,11.5394022
Gm20853,0,0,0,0,0,0,0,0,0,0
Gm20854,23.17981125,11.59178987,52.63556855,7.636068549,32.8584944,21.42898111,4.556230831,12.13474469,0,20.98576727
Gm20855,0,0,0,0,0,0,0,0,0,0
Gm20856,0,0,0,0,11.41682592,0,0,0,0,0
Gm20859,0,0,0,0,0,0,18.19217769,0,0,22.07841219
Gm20862,0,0,0,0,0,0,0,0,0,0
Gm20864,0,0,10.96027198,0,0,22.34281438,0,0,0,0
Gm20865,0,17.12398856,0,3.533467945,15.68042071,0,16.88271291,0,43.37641177,22.97424108
Gm20866,0,0,0,0,0,0,0,0,0,0
Gm20867,0,0,235.2316492,0,0,219.095117,0,95.05550163,192.9945055,0
Gm20868,0,0,0,0,0,0,0,0,0,0
Gm20869,0,0,0,0,0,0,0,0,0,0
Gm20870,0,0,0,0,0,0,0,0,0,0
Gm20871,0,2.955513353,0,0,0,0,0,0,0,4.858000929
Gm20873,2.588710544,1.885987886,31.72746595,11.70086201,13.00924811,17.796543,0,0,18.96997321,3.50976419
Gm20874,0,0,0,0,0,0,0,0,0,0
Gm20877,0,0.99802303,11.16699918,14.28671848,23.24030754,9.299621245,7.185929314,1.060819984,0,0
Gm20878,0,8.453708075,15.56672263,7.036538312,0.858727133,21.24123426,14.73906734,0,96.29873749,9.081605828
Gm20879,0,0,20.63875637,3.895068303,0,0,0,0,0,0
Gm20884,0,0,0,0,0,7.483422097,0,0,0,0
Gm20885,0,0,0,0,0,0,0,0,0,0
Gm20886,0,0,0,0,0,0,0,0,0,0
Gm20888,0,0,0,0,0,0,0,0,0,0
Gm20889,0,0,0,0,0,0,0,0,0,0
Gm2089,0,0,6.283026275,0,2.114180206,7.613415863,0,0,9.082573475,1.26807248
Gm20890,0,0.488261063,0,0,0,0,0,0,0,0
Gm20895,0,0,33.05475724,11.58783053,14.66305401,0,0,0,0,7.428736462
Gm20896,0,0,0,0,0,0,0,0,0,0
Gm20897,0,0,0,0,0,0,0,0,0,0
Gm20898,0,0,0,0,0,0,0,0,0,0
Gm20900,0,1.990333101,0,0,0,0,0,0,0,1.266910134
Gm20902,32.59684368,0,0,2.920648116,6.336850649,0,0,0,0,0
Gm20903,0,0,0,0,0,0,0,0,0,0
Gm20904,0,0,0,0,0,0,0.813236591,0,0,0
Gm20906,0,2.509949314,0,0,0,0,0,0,0,0
Gm20910,0,0,0,0,0,0,0,0,15.62094375,0
Gm20911,0,0,0,0,0,0,0,0,0,0
Gm20912,0,0,0,1.911803552,0,0,3.951733118,0,0,0
Gm20914,0,3.085563664,0,6.824776546,14.19754271,0,0,0.960425043,1.994850987,0
Gm20915,0,0.497853717,0,0,0,0,0,0,0,0
Gm20917,71.56708619,37.9795121,56.37318841,52.52590154,41.88311057,32.15134812,43.75456141,37.88138177,83.84336552,36.22456655
Gm20918,0,6.989043949,28.30991008,8.004018552,11.84026293,32.10932162,2.982692688,23.02789813,0,16.16367338
Gm20919,0,0,0,0,0,0,0,0,0,0
Gm20920,0,0,0,0,0,0,0,0,0,0
Gm20921,0,0,0,0,0,0,0,34.27805909,0,0
Gm20922,0,7.965965495,17.25014911,5.770577743,0,24.24246965,0,3.21766931,0,0
Gm20923,0,0,0,0,0,0,0,0,0,0
Gm20924,92.97130371,0,67.04546181,1.905490641,0,39.4954347,0,0,0,0
Gm20925,0,0,0,0,0,0,0,0,0,0
Gm20926,0,0,0,0,0,0,8.11125436,0,0,0
Gm20927,0,0,0,0,1.053894026,0,7.229581977,0,0,0
Gm20928,2.689358899,0.99791334,0,9.638566332,0,0,0,0,0,2.471818284
Gm20930,0,0,0,0,0,0,0,0,0,0
Gm20931,0,0,0,0,0,0,0,0,0,0
Gm20932,0,0,0,0,0,0,0,0,0,0
Gm20935,0,0,0,0,0,0,0,0,0,0
Gm20936,0,0,0,0,0,0,0,0,0,26.95565356
Gm20937,0,0,0,0,0,0,0,0,0,0
Gm20940,0,0.980710084,0,11.83442326,5.264875542,0,7.332796426,0,0,0
Gm20942,0,0.994847359,0,0.973743398,0,13.13274114,4.005983075,0,0,2.489737468
Gm20945,0,2.486449088,17.46193653,0.949071921,0,0,0,19.21589379,0,1.230770373
Gm20946,0,0,0,1.86613255,0,0,0,0,0,0
Gm20948,0,0.979563393,0,8.786753562,0,0,0,0,2.244330651,2.504257556
Gm20949,0,4.999003847,0,8.586648641,1.050141994,0,18.30873179,0,35.49529689,6.164256361
Gm20953,0,7.865499401,30.20354683,3.755911778,18.97194939,0,26.95992046,1.062804722,8.854523733,1.227293925
Gm20954,2.693777431,0.999667604,0,0.971205934,1.049436252,0,6.408907054,10.82153536,8.931906651,1.242985312
Gm2098,0,0,0,0,1.055817224,0,0,0,0,0
Gm2099,589.4101942,243.462764,450.0119506,210.0381467,441.8505141,340.5148937,293.3194417,361.1661928,464.8323345,993.8201092
Gm20997,0,0.507117919,0,0,0,0,0,0,0,0
Gm21006,0,2.001463387,15.75485453,5.817416927,6.297966621,0,0,1.080885552,8.925357632,0
Gm21007,0,6.875857249,0,0,4.245144188,0,8.224210118,0,0,0
Gm21009,5.454298108,8.406392908,30.22450072,0,8.432928754,14.98437342,1.589414807,2.132097624,2.217513906,0
Gm21010,0,5.951428354,0,20.82726918,0,0,25.41837735,29.85786777,0,0
Gm21011,46.34897973,3.449743654,17.48701312,14.11761213,8.430023603,7.485187915,0,8.512265495,35.43734701,17.19666379
Gm21013,21.7578745,5.961606653,0,4.74107035,7.360027735,0,26.22747046,26.68065621,42.11123629,3.691769095
Gm21018,0,3.478758373,0,4.742586421,5.257801788,0,2.384788094,3.20240896,0,0
Gm2102,0,0,0,0,0,0,0,0,0,0
Gm21021,5.44060324,9.941675615,15.88258216,8.538617037,7.3616253,9.357051659,11.92569807,1.067648597,0,1.231027506
Gm21026,13.61119208,4.462116127,0,7.57155803,2.104655218,37.42858357,12.71378987,13.86546777,11.08230052,0
Gm21027,0,11.40933147,7.932993357,13.25575223,0,0,3.17591055,2.132083324,4.428616071,0
Gm21028,0,0,0,0,0,0,0,0,0,11.02731282
Gm21032,0,0,0,0,0,0,0,0,0,0
Gm21033,0,69.83290537,235.3547426,101.4481306,247.7782884,155.3278903,203.8601038,0,150.5818995,0
Gm21034,0,0,0,0,0,0,0,0,0,0
Gm21035,0,0,0,0,0,0,0,0,0,0
Gm21036,0,0,0,0,0,0,0,90.56609561,0,0
Gm21037,46.36632346,15.73255069,0,16.90324916,27.40603003,37.41784241,42.82232787,9.566083336,44.27629262,6.136993818
Gm21038,13.62994817,7.442253584,0,0,0,5.6212472,9.546116486,9.609147403,0,0
Gm21039,0,4.434712873,0,31.99465782,26.33387223,29.93075564,7.139826991,11.70129104,0,28.24351736
Gm21040,0,0,0,0.951357143,0,0,0,0,4.442394134,0
Gm21041,0,3.522786866,0,0,0,0,0,0,0,1.240774715
Gm21043,59.90553776,2.967726429,0,9.443523113,10.52548637,11.22535813,11.11645499,2.130815219,2.215312454,7.375513783
Gm21045,19.03147875,0.49927991,11.11825464,6.668606132,3.153586703,0,0,4.279185743,0,3.698480664
Gm21046,0,1.485639061,0,0.945430321,2.105603055,3.743376251,0,1.066180608,0,0
Gm21048,16.3205453,7.956707207,1.588231224,1.898219807,3.154774861,0,0.795135838,7.474898288,0,27.08602704
Gm21049,0,2.496178449,14.27759936,5.715606896,0,0,1.590952814,0,39.90832295,0
Gm21050,35.28274215,0.498412098,0,3.804008712,1.049368456,0,0,0,0,18.46026117
Gm21051,0,5.929890582,30.20916769,15.09716341,5.268008159,13.10444111,2.382791325,0,0,0
Gm21055,0,0,11.14931876,0,0,17.69750272,0,0,0,0
Gm21056,354.3355595,51.37939594,231.5776471,146.7911833,110.5955582,56.0414861,183.4707244,94.10228224,352.6454606,224.7185321
Gm2106,0,12.85223488,0,0.943793797,7.366358064,0,16.66880266,8.519754089,13.2876406,3.686412633
Gm21060,0,3.936047588,0,0.941824737,3.208282213,0,5.625829753,4.308333588,0,0
Gm21063,0,0.997503956,0,0,0,0,1.588811138,17.08584382,0,0
